,lat,lon
673,37.7872771546,-122.4168252
674,37.7861007452,-122.418090767
675,37.7604330004,-122.41592985
676,37.7587640201,-122.416872884
677,37.7652491154,-122.41638971
678,37.762815158,-122.416220196
679,37.7636337703,-122.416230393
680,37.7539653995,-122.400631955
681,37.7900459017,-122.417209639
682,37.7847536578,-122.421195222
683,37.7555687969,-122.416569016
684,37.7896188192,-122.420497289
685,37.7844496613,-122.416075285
686,37.7870372043,-122.418274172
687,37.787965257,-122.418467748
688,37.7851670876,-122.417903978
689,37.7638222259,-122.413591696
690,37.7588312135,-122.415781282
691,37.7586968166,-122.417964484
692,37.787965257,-122.418467748
693,37.7842362878,-122.417710345
694,37.7605000726,-122.414845139
695,37.7622714633,-122.412041634
696,37.7612142237,-122.416070933
697,37.7586968166,-122.417964484
698,37.7905094152,-122.417368207
699,37.765448018,-122.413107623
700,37.7636337703,-122.416230393
701,37.7571005796,-122.417812559
702,37.7844496613,-122.416075285
703,37.7636979309,-122.415155941
704,37.7619029613,-122.418272166
705,37.7884881521,-122.421949488
706,37.7905770711,-122.420691681
707,37.7578884408,-122.417817853
708,37.7618771,-122.408188875
709,37.7851670875,-122.417903978
710,37.7870372043,-122.418274172
711,37.7634954373,-122.418486297
712,37.7594884557,-122.417970955
713,37.7874861572,-122.418368839
714,37.7604330004,-122.41592985
715,37.7620347867,-122.416078424
716,37.7612142237,-122.416070933
717,37.787965257,-122.418467748
718,37.7874861572,-122.418368839
719,37.7628232674,-122.416082198
720,37.8008726328,-122.426995327
721,37.7870372044,-122.418274172
722,37.7870372044,-122.418274172
723,37.7851670875,-122.417903978
724,37.7842362878,-122.417710345
725,37.7620347867,-122.416078424
726,37.7651098786,-122.418701003
727,37.7594801326,-122.418108926
728,37.7579542741,-122.416725586
729,37.7870372044,-122.418274172
730,37.7636337703,-122.416230393
731,37.7853750846,-122.416261837
732,37.7905770711,-122.420691681
733,37.7626173569,-122.406173615
734,37.7894600152,-122.421319145
735,37.7653356123,-122.415873491
736,37.7881906055,-122.418580509
737,37.7634954373,-122.418486297
738,37.7653161356,-122.415308389
739,37.7844496613,-122.416075285
740,37.7634954373,-122.418486297
741,37.7870372044,-122.418274172
742,37.7874861572,-122.418368839
743,37.7886989511,-122.420307356
744,37.7870372044,-122.418274172
745,37.7642205604,-122.419658344
746,37.7586968166,-122.417964484
747,37.7638222259,-122.413591696
748,37.7652491154,-122.41638971
749,37.7587640201,-122.416872884
750,37.7596123169,-122.415921585
751,37.7604330004,-122.41592985
752,37.7842362878,-122.417710345
753,37.7844496613,-122.416075285
754,37.7636337703,-122.416230393
755,37.787965257,-122.418467748
756,37.7588312135,-122.415781282
757,37.7636337703,-122.416230393
758,37.7870372043,-122.418274172
759,37.7844496613,-122.416075285
760,37.7874861572,-122.418368839
761,37.7578884408,-122.417817853
762,37.7812673468,-122.433155869
763,37.7844496613,-122.416075285
764,37.7634954373,-122.418486297
765,37.7604330004,-122.41592985
766,37.7482978317,-122.411486366
767,37.7844496613,-122.416075285
768,37.7604330004,-122.41592985
769,37.7652491154,-122.41638971
770,37.7609899089,-122.412056242
771,37.787965257,-122.418467748
772,37.7596123169,-122.415921585
773,37.7870372044,-122.418274172
774,37.7620990021,-122.415000537
775,37.7620990021,-122.415000537
776,37.7844496613,-122.416075285
777,37.7619674218,-122.417180449
778,37.7844496613,-122.416075285
779,37.7844496613,-122.416075285
780,37.7108945815,-122.420556751
781,37.7619029613,-122.418272166
782,37.7884881521,-122.421949488
783,37.7636337703,-122.416230393
784,37.7636979309,-122.415155941
785,37.787965257,-122.418467748
786,37.7877570602,-122.420120319
787,37.7627583408,-122.41718521
788,37.7604330004,-122.41592985
789,37.7604330004,-122.41592985
790,37.7863086886,-122.416452066
791,37.7619674218,-122.417180449
792,37.7907880214,-122.419039119
793,37.7620990021,-122.415000537
794,37.7891095539,-122.417019321
795,37.787965257,-122.418467748
796,37.7844496613,-122.416075285
797,37.7853750846,-122.416261837
798,37.7653161356,-122.415308389
799,37.7907880214,-122.419039119
800,37.7844496613,-122.416075285
801,37.7604330004,-122.41592985
802,37.7870372044,-122.418274172
803,37.7907880214,-122.419039119
804,37.787965257,-122.418467748
805,37.7791823933,-122.40979394
806,37.7853750846,-122.416261837
807,37.7844496613,-122.416075285
808,37.7652491154,-122.41638971
809,37.7636337703,-122.416230393
810,37.775711365,-122.38778998
811,37.7610901241,-122.418124262
812,37.7870372043,-122.418274172
813,37.7837240254,-122.414242956
814,37.7619674218,-122.417180449
815,37.7914943052,-122.420874632
816,37.7844496613,-122.416075285
817,37.7636337703,-122.416230393
818,37.7870372044,-122.418274172
819,37.761222333,-122.415932937
820,37.7638222259,-122.413591696
821,37.7842362878,-122.417710345
822,37.7844496613,-122.416075285
823,37.7620347867,-122.416078424
824,37.7872450378,-122.41664237
825,37.7889098399,-122.418658295
826,37.7853750846,-122.416261837
827,37.7620347867,-122.416078424
828,37.7853750846,-122.416261837
829,37.7844496613,-122.416075285
830,37.7864062284,-122.41901106
831,37.7594884557,-122.417970955
832,37.7874861572,-122.418368839
833,37.7605000726,-122.414845139
834,37.7604330004,-122.41592985
835,37.7870372044,-122.418274172
836,37.7844496613,-122.416075285
837,37.7889098399,-122.418658295
838,37.7586968166,-122.417964484
839,37.7604330004,-122.41592985
840,37.7604330004,-122.41592985
841,37.7872450378,-122.41664237
842,37.787965257,-122.418467748
843,37.7842362878,-122.417710345
844,37.7853750846,-122.416261837
845,37.7870372044,-122.418274172
846,37.7905770711,-122.420691681
847,37.7634954373,-122.418486297
848,37.787965257,-122.418467748
849,37.7844496613,-122.416075285
850,37.7912889898,-122.422516967
851,37.7619029613,-122.418272166
852,37.7870372044,-122.418274172
853,37.7889098399,-122.418658295
854,37.787965257,-122.418467748
855,37.762815158,-122.416220196
856,37.7636337703,-122.416230393
857,37.7604330004,-122.41592985
858,37.7620347867,-122.416078424
859,37.787965257,-122.418467748
860,37.7636337703,-122.416230393
861,37.761900735,-122.408686199
862,37.7870372044,-122.418274172
863,37.7870372044,-122.418274172
864,37.7578801214,-122.417955822
865,37.7604330004,-122.41592985
866,37.7877570602,-122.420120319
867,37.7872450378,-122.41664237
868,37.7604330004,-122.41592985
869,37.7586968166,-122.417964484
870,37.7773110274,-122.408648735
871,37.765448018,-122.413107623
872,37.7875490095,-122.421762502
873,37.7833430636,-122.419159191
874,37.7531779939,-122.403409085
875,37.7620990021,-122.415000537
876,37.7620990021,-122.415000537
877,37.7618358012,-122.419360353
878,37.7604330004,-122.41592985
