,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
577546,-122.41868792,37.7642753857,1,0,1,1,1
577772,-122.411939261,37.7711341127,1,0,1,1,1
577794,-122.404847848,37.7951006528,0,1,3,2,2
577935,-122.416230393,37.7636337703,1,0,1,1,1
578004,-122.418120086,37.760301234,1,0,1,1,1
578063,-122.414845139,37.7605000726,1,0,1,1,1
578082,-122.420691681,37.790577071,0,1,0,0,0
578114,-122.416078424,37.7620347867,1,0,1,1,1
578129,-122.415155941,37.7636979309,1,0,1,1,1
578326,-122.416075285,37.7844496613,0,1,0,0,0
578397,-122.418221946,37.7481664084,1,0,1,1,1
578416,-122.412502864,37.7590272975,1,0,1,1,1
578530,-122.416230393,37.7636337703,1,0,1,1,1
578550,-122.404195425,37.7912255174,0,1,3,2,2
578562,-122.418274172,37.7870372043,0,1,0,0,0
578754,-122.416607695,37.7791387543,0,1,0,0,0
578767,-122.416075285,37.7844496613,0,1,0,0,0
578929,-122.420307356,37.7886989512,0,1,0,0,0
578953,-122.416452066,37.7863086886,0,1,0,0,0
579042,-122.41638971,37.7652491154,1,0,1,1,1
579137,-122.414389291,37.755700366,1,0,1,1,1
579166,-122.416261837,37.7853750846,0,1,0,0,0
579211,-122.415770264,37.7580118295,1,0,1,1,1
579559,-122.403404791,37.7754207067,0,1,3,2,2
579571,-122.415308389,37.7653161356,1,0,1,1,1
579672,-122.419395811,37.7883817596,0,1,0,0,0
579677,-122.414379701,37.7760436734,0,1,0,0,0
579875,-122.418486297,37.7634954373,1,0,1,1,1
579914,-122.416230393,37.7636337703,1,0,1,1,1
580028,-122.414693065,37.7588955948,1,0,1,1,1
580140,-122.416230393,37.7636337703,1,0,1,1,1
580198,-122.418274172,37.7870372043,0,1,0,0,0
580226,-122.417964484,37.7586968166,1,0,1,1,1
580246,-122.41638971,37.7652491154,1,0,1,1,1
580306,-122.41592985,37.7604330004,1,0,1,1,1
580328,-122.415000537,37.7620990021,1,0,1,1,1
580371,-122.418467748,37.787965257,0,1,0,0,0
580439,-122.416230393,37.7636337703,1,0,1,1,1
580447,-122.417817853,37.7578884408,1,0,1,1,1
580492,-122.416230393,37.7636337703,1,0,1,1,1
580861,-122.416230393,37.7636337703,1,0,1,1,1
581036,-122.420691681,37.7905770711,0,1,0,0,0
581147,-122.416829149,37.7881786971,0,1,0,0,0
581163,-122.415000537,37.7620990021,1,0,1,1,1
581377,-122.415000537,37.7620990021,1,0,1,1,1
581450,-122.418844748,37.7898297669,0,1,0,0,0
581569,-122.409274109,37.7535802616,1,0,1,1,1
581600,-122.419658344,37.7642205604,1,0,1,1,1
581643,-122.41638971,37.7652491154,1,0,1,1,1
581679,-122.413591696,37.7638222259,1,0,1,1,1
581924,-122.416261837,37.7853750846,0,1,0,0,0
582087,-122.416261837,37.7853750846,0,1,0,0,0
582284,-122.416075285,37.7844496613,0,1,0,0,0
582325,-122.418467748,37.787965257,0,1,0,0,0
582383,-122.416261837,37.7853750846,0,1,0,0,0
582541,-122.41592985,37.7604330004,1,0,1,1,1
582559,-122.415629332,37.7572322279,1,0,1,1,1
582853,-122.420497289,37.7896188193,0,1,0,0,0
583169,-122.426449162,37.7851513851,0,1,0,0,0
583171,-122.41592985,37.7604330004,1,0,1,1,1
583196,-122.417964484,37.7586968166,1,0,1,1,1
583485,-122.422330464,37.7903690689,0,1,0,0,0
583521,-122.419458073,37.7844990198,0,1,0,0,0
583664,-122.416230393,37.7636337703,1,0,1,1,1
583689,-122.407321012,37.7684384856,1,0,1,1,1
583741,-122.415000537,37.7620990021,1,0,1,1,1
583813,-122.411339563,37.7812707434,0,1,3,2,2
583889,-122.418368839,37.7874861572,0,1,0,0,0
584336,-122.418751253,37.7851160049,0,1,0,0,0
584441,-122.418658295,37.7889098399,0,1,0,0,0
584449,-122.41592985,37.7604330004,1,0,1,1,1
584462,-122.41638971,37.7652491154,1,0,1,1,1
584618,-122.416032977,37.7883351248,0,1,0,0,0
584664,-122.416774843,37.7635485886,1,0,1,1,1
584738,-122.418368839,37.7874861572,0,1,0,0,0
584811,-122.41592985,37.7604330004,1,0,1,1,1
584906,-122.418274172,37.7870372044,0,1,0,0,0
585036,-122.419515708,37.7634292328,1,0,1,1,1
585175,-122.415155941,37.7636979309,1,0,1,1,1
585194,-122.418368839,37.7874861572,0,1,0,0,0
585244,-122.416075285,37.7844496613,0,1,0,0,0
585356,-122.418467748,37.787965257,0,1,0,0,0
585428,-122.418701003,37.7651098786,1,0,1,1,1
585491,-122.417019321,37.7891095539,0,1,0,0,0
585514,-122.417964484,37.7586968166,1,0,1,1,1
585515,-122.418467748,37.787965257,0,1,0,0,0
585682,-122.415155941,37.7636979309,1,0,1,1,1
585805,-122.478618706,37.7531929151,1,2,2,4,4
586059,-122.416230393,37.7636337703,1,0,1,1,1
586165,-122.41592985,37.7604330004,1,0,1,1,1
586236,-122.408648589,37.7849124714,0,1,3,2,2
586371,-122.41592985,37.7604330004,1,0,1,1,1
586378,-122.416280805,37.8062946812,0,1,0,0,0
586450,-122.419295456,37.787805224,0,1,0,0,0
586739,-122.418272166,37.7619029613,1,0,1,1,1
586865,-122.41739283,37.7909741244,0,1,0,0,0
586970,-122.415629332,37.7572322279,1,0,1,1,1
587191,-122.418368839,37.7874861572,0,1,0,0,0
587258,-122.418274172,37.7870372044,0,1,0,0,0
587282,-122.419930112,37.7868262082,0,1,0,0,0
587408,-122.418486297,37.7634954373,1,0,1,1,1
587459,-122.416078424,37.7620347867,1,0,1,1,1
587499,-122.41592985,37.7604330004,1,0,1,1,1
587589,-122.418368839,37.7874861572,0,1,0,0,0
587677,-122.420211965,37.7882225424,0,1,0,0,0
587903,-122.417964484,37.7586968166,1,0,1,1,1
587924,-122.416230393,37.7636337703,1,0,1,1,1
588093,-122.417964484,37.7586968166,1,0,1,1,1
588094,-122.418844748,37.789829767,0,1,0,0,0
588247,-122.416078424,37.7620347867,1,0,1,1,1
588385,-122.416075285,37.7844496613,0,1,0,0,0
588504,-122.423340547,37.7962454397,0,1,0,0,0
588523,-122.418274172,37.7870372044,0,1,0,0,0
588673,-122.411826281,37.7642766927,1,0,1,1,1
588766,-122.418486297,37.7634954373,1,0,1,1,1
588908,-122.418274172,37.7870372043,0,1,0,0,0
588946,-122.418120086,37.760301234,1,0,1,1,1
589102,-122.415155941,37.7636979309,1,0,1,1,1
589281,-122.418844748,37.7898297669,0,1,0,0,0
589389,-122.417710345,37.7842362878,0,1,0,0,0
589428,-122.420874632,37.7914943052,0,1,0,0,0
589674,-122.422330464,37.7903690689,0,1,0,0,0
589783,-122.416230393,37.7636337703,1,0,1,1,1
589810,-122.416075285,37.7844496613,0,1,0,0,0
589819,-122.417323189,37.7627500213,1,0,1,1,1
589851,-122.41664237,37.7872450378,0,1,0,0,0
589893,-122.418368839,37.7874861572,0,1,0,0,0
590108,-122.415781282,37.7588312135,1,0,1,1,1
590118,-122.417964484,37.7586968166,1,0,1,1,1
590261,-122.417964484,37.7586968166,1,0,1,1,1
590330,-122.41638971,37.7652491154,1,0,1,1,1
590437,-122.412051228,37.7616441977,1,0,1,1,1
590592,-122.417488324,37.765181804,1,0,1,1,1
590814,-122.416075285,37.7844496613,0,1,0,0,0
591152,-122.418486297,37.7634954373,1,0,1,1,1
591254,-122.418274172,37.7870372044,0,1,0,0,0
591583,-122.417964484,37.7586968166,1,0,1,1,1
591824,-122.415000537,37.7620990021,1,0,1,1,1
591873,-122.416230393,37.7636337703,1,0,1,1,1
591890,-122.416261837,37.7853750846,0,1,0,0,0
591923,-122.415308389,37.7653161356,1,0,1,1,1
591951,-122.417964484,37.7586968166,1,0,1,1,1
591997,-122.41766064,37.755504342,1,0,1,1,1
592055,-122.418368839,37.7874861572,0,1,0,0,0
592085,-122.420691681,37.7905770711,0,1,0,0,0
592105,-122.418368839,37.7874861572,0,1,0,0,0
592251,-122.420691681,37.790577071,0,1,0,0,0
592378,-122.41739283,37.7909741244,0,1,0,0,0
592460,-122.415155941,37.7636979309,1,0,1,1,1
592490,-122.416230393,37.7636337703,1,0,1,1,1
592620,-122.41592985,37.7604330004,1,0,1,1,1
593188,-122.415000537,37.7620990021,1,0,1,1,1
593208,-122.418486297,37.7634954373,1,0,1,1,1
593640,-122.41592985,37.7604330004,1,0,1,1,1
593713,-122.403404791,37.7754207067,0,1,3,2,2
593833,-122.41638971,37.7652491154,1,0,1,1,1
593890,-122.41664237,37.7872450378,0,1,0,0,0
593939,-122.416261837,37.7853750846,0,1,0,0,0
594122,-122.418486297,37.7634954373,1,0,1,1,1
594182,-122.414845139,37.7605000726,1,0,1,1,1
594215,-122.417209639,37.7900459017,0,1,0,0,0
594238,-122.420691681,37.7905770711,0,1,0,0,0
594399,-122.415479287,37.7564220902,1,0,1,1,1
594403,-122.41449492,37.8016874339,0,1,0,0,0
594471,-122.423991807,37.7776523028,0,1,0,0,0
594520,-122.41763416,37.7870631862,0,1,0,0,0
594521,-122.417710345,37.7842362878,0,1,0,0,0
594991,-122.418486297,37.7634954373,1,0,1,1,1
595412,-122.416230393,37.7636337703,1,0,1,1,1
595538,-122.418844748,37.789829767,0,1,0,0,0
596375,-122.416261837,37.7853750846,0,1,0,0,0
596477,-122.400382504,37.7226343682,1,0,1,1,5
596543,-122.416075285,37.7844496613,0,1,0,0,0
596769,-122.418467748,37.787965257,0,1,0,0,0
596782,-122.416075285,37.7844496613,0,1,0,0,0
596835,-122.416075285,37.7844496613,0,1,0,0,0
596851,-122.420307356,37.7886989512,0,1,0,0,0
596966,-122.416623217,37.7619459991,1,0,1,1,1
597027,-122.418274172,37.7870372043,0,1,0,0,0
597132,-122.420691681,37.7905770711,0,1,0,0,0
597598,-122.419350173,37.7610160912,1,0,1,1,1
597639,-122.417903978,37.7851670875,0,1,0,0,0
597695,-122.418274172,37.7870372043,0,1,0,0,0
597810,-122.416230393,37.7636337703,1,0,1,1,1
597971,-122.417964484,37.7586968166,1,0,1,1,1
598177,-122.41592985,37.7604330004,1,0,1,1,1
598190,-122.416075285,37.7844496613,0,1,0,0,0
598191,-122.41638971,37.7652491154,1,0,1,1,1
598333,-122.422695629,37.7921733285,0,1,0,0,0
598334,-122.415000537,37.7620990021,1,0,1,1,1
598549,-122.416230393,37.7636337703,1,0,1,1,1
598857,-122.418844748,37.789829767,0,1,0,0,0
598905,-122.419039119,37.7907880214,0,1,0,0,0
598963,-122.415770264,37.7580118295,1,0,1,1,1
598985,-122.418658295,37.7889098399,0,1,0,0,0
599155,-122.417664997,37.7562905437,1,0,1,1,1
599922,-122.41638971,37.7652491154,1,0,1,1,1
599928,-122.418219834,37.7908244664,0,1,0,0,0
599938,-122.418467748,37.787965257,0,1,0,0,0
599967,-122.41592985,37.7604330004,1,0,1,1,1
599976,-122.418513906,37.75872019,1,0,1,1,1
600194,-122.415000537,37.7620990021,1,0,1,1,1
600386,-122.416230393,37.7636337703,1,0,1,1,1
600426,-122.416916142,37.7843944492,0,1,0,0,0
600532,-122.418467748,37.787965257,0,1,0,0,0
600537,-122.41544416,37.7780245675,0,1,0,0,0
600612,-122.414845139,37.7605000726,1,0,1,1,1
601039,-122.417812559,37.7571005796,1,0,1,1,1
601044,-122.418486297,37.7634954373,1,0,1,1,1
601050,-122.47527931,37.7514695838,1,2,2,4,4
601123,-122.41592985,37.7604330004,1,0,1,1,1
601132,-122.41638971,37.7652491154,1,0,1,1,1
601204,-122.418658295,37.7889098399,0,1,0,0,0
601395,-122.418368839,37.7874861572,0,1,0,0,0
601402,-122.418090767,37.7861007452,0,1,0,0,0
601417,-122.418274172,37.7870372044,0,1,0,0,0
601508,-122.418486297,37.7634954373,1,0,1,1,1
601573,-122.416872884,37.7587640201,1,0,1,1,1
601700,-122.418844748,37.7898297669,0,1,0,0,0
601706,-122.418274172,37.7870372044,0,1,0,0,0
601743,-122.420307356,37.7886989511,0,1,0,0,0
601820,-122.416078424,37.7620347867,1,0,1,1,1
601895,-122.416078424,37.7620347867,1,0,1,1,1
601905,-122.404828019,37.7897596938,0,1,3,2,2
602000,-122.419039119,37.7907880214,0,1,0,0,0
602059,-122.418467748,37.787965257,0,1,0,0,0
602064,-122.420120319,37.7877570602,0,1,0,0,0
602197,-122.416230393,37.7636337703,1,0,1,1,1
602244,-122.416230393,37.7636337703,1,0,1,1,1
602275,-122.418486297,37.7634954373,1,0,1,1,1
602443,-122.416075285,37.7844496613,0,1,0,0,0
602523,-122.414845139,37.7605000726,1,0,1,1,1
602551,-122.420021471,37.7872807076,0,1,0,0,0
602559,-122.416075285,37.7844496613,0,1,0,0,0
602570,-122.41592985,37.7604330004,1,0,1,1,1
602634,-122.41592985,37.7604330004,1,0,1,1,1
602654,-122.415000537,37.7620990021,1,0,1,1,1
602664,-122.416916142,37.7843944492,0,1,0,0,0
602834,-122.418277911,37.7626952876,1,0,1,1,1
602940,-122.417368207,37.7905094152,0,1,0,0,0
602962,-122.419508198,37.7888565421,0,1,0,0,0
603012,-122.417903978,37.7851670875,0,1,0,0,0
603061,-122.417323189,37.7627500213,1,0,1,1,1
603062,-122.42153486,37.7905261965,0,1,0,0,0
603405,-122.400316057,37.7900996274,0,1,3,2,2
603486,-122.415000537,37.7620990021,1,0,1,1,1
603547,-122.417964484,37.7586968166,1,0,1,1,1
603916,-122.420307356,37.7886989512,0,1,0,0,0
604155,-122.418486297,37.7634954373,1,0,1,1,1
604344,-122.418701003,37.7651098786,1,0,1,1,1
604399,-122.416075285,37.7844496613,0,1,0,0,0
604400,-122.415000537,37.7620990021,1,0,1,1,1
604429,-122.418368839,37.7874861572,0,1,0,0,0
604540,-122.477445303,37.7449003145,1,2,2,4,4
604546,-122.41592985,37.7604330004,1,0,1,1,1
604564,-122.416230393,37.7636337703,1,0,1,1,1
604567,-122.416230393,37.7636337703,1,0,1,1,1
604830,-122.41592985,37.7604330004,1,0,1,1,1
604833,-122.416075285,37.7844496613,0,1,0,0,0
605065,-122.416075285,37.7844496613,0,1,0,0,0
605128,-122.417970955,37.7594884557,1,0,1,1,1
605159,-122.41638971,37.7652491154,1,0,1,1,1
605253,-122.41592985,37.7604330004,1,0,1,1,1
605312,-122.416230393,37.7636337703,1,0,1,1,1
605418,-122.418658295,37.7889098399,0,1,0,0,0
605539,-122.416261837,37.7853750846,0,1,0,0,0
605550,-122.414845139,37.7605000726,1,0,1,1,1
605677,-122.418701003,37.7651098786,1,0,1,1,1
605680,-122.416569016,37.7555687969,1,0,1,1,1
605684,-122.416829149,37.7881786971,0,1,0,0,0
605974,-122.418274172,37.7870372044,0,1,0,0,0
605978,-122.404103076,37.779257326,0,1,3,2,2
606046,-122.41664237,37.7872450378,0,1,0,0,0
606145,-122.415000537,37.7620990021,1,0,1,1,1
606323,-122.420874632,37.7914943052,0,1,0,0,0
606441,-122.415006371,37.7628868985,1,0,1,1,1
606456,-122.416482528,37.7604549121,1,0,1,1,1
606567,-122.418274172,37.7870372044,0,1,0,0,0
606572,-122.416075285,37.7844496613,0,1,0,0,0
606594,-122.430332787,37.8006878988,0,1,0,0,0
606906,-122.418368839,37.7874861572,0,1,0,0,0
607343,-122.415686183,37.7636111709,1,0,1,1,1
607444,-122.418467748,37.787965257,0,1,0,0,0
607548,-122.416075285,37.7844496613,0,1,0,0,0
607819,-122.417903978,37.7851670876,0,1,0,0,0
607844,-122.419039119,37.7907880214,0,1,0,0,0
608026,-122.416261837,37.7853750846,0,1,0,0,0
608027,-122.417508587,37.7539026122,1,0,1,1,1
608065,-122.41763416,37.7870631862,0,1,0,0,0
608455,-122.418701003,37.7651098786,1,0,1,1,1
608521,-122.416075285,37.7844496613,0,1,0,0,0
608672,-122.416557578,37.754748511,1,0,1,1,1
608673,-122.416075285,37.7844496613,0,1,0,0,0
608724,-122.416075285,37.7844496613,0,1,0,0,0
608936,-122.418467748,37.787965257,0,1,0,0,0
608983,-122.417964484,37.7586968166,1,0,1,1,1
608990,-122.418844748,37.789829767,0,1,0,0,0
609026,-122.419274801,37.7835680535,0,1,0,0,0
609066,-122.418274172,37.7870372043,0,1,0,0,0
609078,-122.40660492,37.7571580432,1,0,1,1,1
609293,-122.4199083,37.7870766696,0,1,0,0,0
609315,-122.427528158,37.7868708655,0,1,0,0,0
609370,-122.417664997,37.7562905437,1,0,1,1,1
609383,-122.409445484,37.7891732059,0,1,3,2,2
609466,-122.417955822,37.7578801214,1,0,1,1,1
609489,-122.416075285,37.7844496613,0,1,0,0,0
609641,-122.418486297,37.7634954373,1,0,1,1,1
609751,-122.418368839,37.7874861572,0,1,0,0,0
610098,-122.421949488,37.7884881521,0,1,0,0,0
610413,-122.416075285,37.7844496613,0,1,0,0,0
610477,-122.415921585,37.7596123169,1,0,1,1,1
610484,-122.418120086,37.760301234,1,0,1,1,1
610575,-122.408692078,37.7444287583,1,0,1,1,5
610630,-122.420211965,37.7882225424,0,1,0,0,0
610641,-122.414295533,37.7923429638,0,1,0,0,0
610682,-122.415000537,37.7620990021,1,0,1,1,1
610738,-122.413285565,37.7638980127,1,0,1,1,1
610821,-122.417903978,37.7851670875,0,1,0,0,0
611018,-122.416230393,37.7636337703,1,0,1,1,1
611071,-122.414845139,37.7605000726,1,0,1,1,1
611112,-122.419486234,37.7887480807,0,1,0,0,0
611221,-122.41638971,37.7652491154,1,0,1,1,1
611228,-122.416075285,37.7844496613,0,1,0,0,0
611322,-122.415000537,37.7620990021,1,0,1,1,1
611418,-122.418368839,37.7874861572,0,1,0,0,0
611683,-122.41638971,37.7652491154,1,0,1,1,1
611709,-122.484498492,37.7604146422,1,2,2,4,4
612184,-122.41592985,37.7604330004,1,0,1,1,1
612247,-122.416075285,37.7844496613,0,1,0,0,0
612251,-122.410699658,37.7869881885,0,1,3,2,2
612262,-122.504756154,37.7356169339,1,2,2,4,4
612353,-122.415000537,37.7620990021,1,0,1,1,1
612358,-122.416230393,37.7636337703,1,0,1,1,1
612651,-122.419549569,37.7849590112,0,1,0,0,0
612757,-122.417903978,37.7851670875,0,1,0,0,0
612799,-122.416261837,37.7853750846,0,1,0,0,0
612950,-122.414033253,37.7621586646,1,0,1,1,1
612994,-122.422330464,37.7903690689,0,1,0,0,0
612995,-122.416230393,37.7636337703,1,0,1,1,1
613146,-122.416261837,37.7853750846,0,1,0,0,0
613205,-122.415000537,37.7620990021,1,0,1,1,1
613248,-122.41592985,37.7604330004,1,0,1,1,1
613276,-122.41638971,37.7652491154,1,0,1,1,1
613317,-122.416230393,37.7636337703,1,0,1,1,1
613348,-122.404903343,37.7279456315,1,0,1,1,5
613498,-122.415783593,37.759620426,1,0,1,1,1
613765,-122.416075285,37.7844496613,0,1,0,0,0
613983,-122.418467748,37.787965257,0,1,0,0,0
614090,-122.418274172,37.7870372043,0,1,0,0,0
614253,-122.418467748,37.787965257,0,1,0,0,0
614300,-122.41638971,37.7652491154,1,0,1,1,1
614523,-122.423031175,37.7854818747,0,1,0,0,0
614711,-122.416261837,37.7853750846,0,1,0,0,0
614749,-122.415821891,37.7872932911,0,1,0,0,0
614826,-122.415155941,37.7636979309,1,0,1,1,1
614828,-122.419930112,37.7868262082,0,1,0,0,0
614914,-122.420691681,37.7905770711,0,1,0,0,0
614934,-122.418467748,37.787965257,0,1,0,0,0
615057,-122.415783593,37.759620426,1,0,1,1,1
615079,-122.41638971,37.7652491154,1,0,1,1,1
615124,-122.418368839,37.7874861572,0,1,0,0,0
615143,-122.415000537,37.7620990021,1,0,1,1,1
615319,-122.421861006,37.7880116319,0,1,0,0,0
615396,-122.416261837,37.7853750846,0,1,0,0,0
615400,-122.420307356,37.7886989511,0,1,0,0,0
615658,-122.414845139,37.7605000726,1,0,1,1,1
615660,-122.416230393,37.7636337703,1,0,1,1,1
615750,-122.446640402,37.7984867748,0,1,0,0,0
615904,-122.420874632,37.7914943052,0,1,0,0,0
615921,-122.416230393,37.7636337703,1,0,1,1,1
615928,-122.403404791,37.7754207067,0,1,3,2,2
616120,-122.414845139,37.7605000726,1,0,1,1,1
616271,-122.414201442,37.7876109395,0,1,0,0,0
616280,-122.418274172,37.7870372044,0,1,0,0,0
616314,-122.421949488,37.7884881521,0,1,0,0,0
616364,-122.417169895,37.7611477648,1,0,1,1,1
616483,-122.415783593,37.759620426,1,0,1,1,1
616555,-122.418467748,37.787965257,0,1,0,0,0
616626,-122.416075285,37.7844496613,0,1,0,0,0
616644,-122.413107623,37.765448018,1,0,1,1,1
616654,-122.418467748,37.787965257,0,1,0,0,0
616681,-122.418274172,37.7870372044,0,1,0,0,0
616704,-122.422695629,37.7921733285,0,1,0,0,0
616812,-122.416075285,37.7844496613,0,1,0,0,0
617057,-122.416230393,37.7636337703,1,0,1,1,1
617117,-122.416078424,37.7620347867,1,0,1,1,1
617206,-122.420874632,37.7914943052,0,1,0,0,0
617248,-122.416535463,37.7660406108,1,0,1,1,1
617299,-122.416075285,37.7844496613,0,1,0,0,0
617505,-122.415000537,37.7620990021,1,0,1,1,1
617825,-122.416916142,37.7843944492,0,1,0,0,0
617943,-122.415770264,37.7580118295,1,0,1,1,1
617984,-122.416230393,37.7636337703,1,0,1,1,1
618003,-122.422752179,37.7879555523,0,1,0,0,0
618081,-122.417970955,37.7594884557,1,0,1,1,1
618320,-122.416078424,37.7620347867,1,0,1,1,1
618394,-122.416078424,37.7620347867,1,0,1,1,1
618632,-122.412483263,37.7706305911,1,0,1,1,1
618699,-122.41638971,37.7652491154,1,0,1,1,1
618762,-122.414845139,37.7605000726,1,0,1,1,1
618787,-122.416075285,37.7844496613,0,1,0,0,0
618826,-122.41592985,37.7604330004,1,0,1,1,1
618975,-122.446640402,37.7984867748,0,1,0,0,0
619011,-122.406886504,37.7887345764,0,1,3,2,2
619243,-122.419930112,37.7868262082,0,1,0,0,0
619300,-122.41592985,37.7604330004,1,0,1,1,1
619315,-122.419183096,37.7830998245,0,1,0,0,0
619437,-122.417964484,37.7586968166,1,0,1,1,1
619682,-122.416099194,37.7849300263,0,1,0,0,0
620141,-122.416230393,37.7636337703,1,0,1,1,1
620307,-122.417964484,37.7586968166,1,0,1,1,1
620314,-122.418486297,37.7634954373,1,0,1,1,1
620424,-122.420691681,37.790577071,0,1,0,0,0
620473,-122.417964484,37.7586968166,1,0,1,1,1
620586,-122.419295456,37.787805224,0,1,0,0,0
620601,-122.417964484,37.7586968166,1,0,1,1,1
620627,-122.418274172,37.7870372044,0,1,0,0,0
620639,-122.407163047,37.7797376339,0,1,3,2,2
620689,-122.422330464,37.7903690689,0,1,0,0,0
620759,-122.416878691,37.7595544125,1,0,1,1,1
620842,-122.416075285,37.7844496613,0,1,0,0,0
620865,-122.416075285,37.7844496613,0,1,0,0,0
621064,-122.416075285,37.7844496613,0,1,0,0,0
621133,-122.416230393,37.7636337703,1,0,1,1,1
621157,-122.416261837,37.7853750846,0,1,0,0,0
621276,-122.417809103,37.7847098969,0,1,0,0,0
621298,-122.418658295,37.7889098399,0,1,0,0,0
621339,-122.420307356,37.7886989511,0,1,0,0,0
621340,-122.418090767,37.7861007452,0,1,0,0,0
621383,-122.417964484,37.7586968166,1,0,1,1,1
621431,-122.419039119,37.7907880214,0,1,0,0,0
621469,-122.415000537,37.7620990021,1,0,1,1,1
621496,-122.421949488,37.7884881521,0,1,0,0,0
621578,-122.416230393,37.7636337703,1,0,1,1,1
621646,-122.416320645,37.7587424639,1,0,1,1,1
621659,-122.420691681,37.7905770711,0,1,0,0,0
621755,-122.416075285,37.7844496613,0,1,0,0,0
621936,-122.422188261,37.7726948237,1,0,1,1,1
621958,-122.419009629,37.7903094889,0,1,0,0,0
622165,-122.416916142,37.7843944492,0,1,0,0,0
622352,-122.413282269,37.7441510455,1,0,1,1,1
622482,-122.416075285,37.7844496613,0,1,0,0,0
622547,-122.418368839,37.7874861572,0,1,0,0,0
622669,-122.41638971,37.7652491154,1,0,1,1,1
622695,-122.41638971,37.7652491154,1,0,1,1,1
622877,-122.418274172,37.7870372044,0,1,0,0,0
622943,-122.416075285,37.7844496613,0,1,0,0,0
623218,-122.420211965,37.7882225424,0,1,0,0,0
623282,-122.416230393,37.7636337703,1,0,1,1,1
623321,-122.408428563,37.7970370435,0,1,3,2,2
623353,-122.417903978,37.7851670875,0,1,0,0,0
623374,-122.41638971,37.7652491154,1,0,1,1,1
623396,-122.41664237,37.7872450378,0,1,0,0,0
623427,-122.418486297,37.7634954373,1,0,1,1,1
623506,-122.420691681,37.7905770711,0,1,0,0,0
623518,-122.416230393,37.7636337703,1,0,1,1,1
623545,-122.415155941,37.7636979309,1,0,1,1,1
623577,-122.416075285,37.7844496613,0,1,0,0,0
623603,-122.413591696,37.7638222259,1,0,1,1,1
623689,-122.417180449,37.7619674218,1,0,1,1,1
624104,-122.417964484,37.7586968166,1,0,1,1,1
624114,-122.416075285,37.7844496613,0,1,0,0,0
624131,-122.416720982,37.7571677817,1,0,1,1,1
624229,-122.416025191,37.7556559649,1,0,1,1,1
624301,-122.417812559,37.7571005796,1,0,1,1,1
624351,-122.416075285,37.7844496613,0,1,0,0,0
624419,-122.416230393,37.7636337703,1,0,1,1,1
624531,-122.418272166,37.7619029613,1,0,1,1,1
624621,-122.418467748,37.787965257,0,1,0,0,0
624744,-122.416230393,37.7636337703,1,0,1,1,1
624764,-122.412056242,37.7609899089,1,0,1,1,1
624795,-122.415000537,37.7620990021,1,0,1,1,1
624857,-122.415308389,37.7653161356,1,0,1,1,1
624939,-122.413591696,37.7638222259,1,0,1,1,1
625084,-122.420307356,37.7886989511,0,1,0,0,0
625088,-122.418120086,37.760301234,1,0,1,1,1
625265,-122.418467748,37.787965257,0,1,0,0,0
625866,-122.416075285,37.7844496613,0,1,0,0,0
625928,-122.416230393,37.7636337703,1,0,1,1,1
625938,-122.416261837,37.7853750846,0,1,0,0,0
626051,-122.424621298,37.8008471614,0,1,0,0,0
626219,-122.41638971,37.7652491154,1,0,1,1,1
626464,-122.415000537,37.7620990021,1,0,1,1,1
626812,-122.417970955,37.7594884557,1,0,1,1,1
626922,-122.418108926,37.7594801326,1,0,1,1,1
627264,-122.417964484,37.7586968166,1,0,1,1,1
627404,-122.411090795,37.7617009782,1,0,1,1,1
627478,-122.415921585,37.7596123169,1,0,1,1,1
627523,-122.419930112,37.7868262082,0,1,0,0,0
627526,-122.417710345,37.7842362878,0,1,0,0,0
627660,-122.420307356,37.7886989512,0,1,0,0,0
627726,-122.41638971,37.7652491154,1,0,1,1,1
627790,-122.417180449,37.7619674218,1,0,1,1,1
627838,-122.41854994,37.7642837095,1,0,1,1,1
627961,-122.41592985,37.7604330004,1,0,1,1,1
628206,-122.416230393,37.7636337703,1,0,1,1,1
628255,-122.41592985,37.7604330004,1,0,1,1,1
628287,-122.421762502,37.7875490095,0,1,0,0,0
628327,-122.416078424,37.7620347867,1,0,1,1,1
628336,-122.418274172,37.7870372044,0,1,0,0,0
628385,-122.417332583,37.7635718956,1,0,1,1,1
628401,-122.418658295,37.7889098399,0,1,0,0,0
628536,-122.416230393,37.7636337703,1,0,1,1,1
628582,-122.416452066,37.7863086886,0,1,0,0,0
628589,-122.415308389,37.7653161356,1,0,1,1,1
628637,-122.419977853,37.763457193,1,0,1,1,1
628642,-122.416075285,37.7844496613,0,1,0,0,0
628647,-122.416569016,37.7555687969,1,0,1,1,1
628651,-122.416230393,37.7636337703,1,0,1,1,1
628769,-122.414845139,37.7605000726,1,0,1,1,1
628952,-122.420874632,37.7914943052,0,1,0,0,0
628965,-122.417209639,37.7900459017,0,1,0,0,0
629062,-122.41868792,37.7642753857,1,0,1,1,1
629129,-122.416261837,37.7853750846,0,1,0,0,0
629231,-122.415770264,37.7580118295,1,0,1,1,1
629266,-122.420691681,37.7905770711,0,1,0,0,0
629379,-122.418467748,37.787965257,0,1,0,0,0
629504,-122.416230393,37.7636337703,1,0,1,1,1
