,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
160052,-122.418208517,37.7555244882,1,0,1,1,1
160063,-122.412422725,37.7648250318,1,0,1,1,1
160131,-122.498974694,37.7607866652,1,2,2,4,4
160312,-122.418108926,37.7594801326,1,0,1,1,1
160467,-122.417970955,37.7594884557,1,0,1,1,1
160495,-122.417970955,37.7594884557,1,0,1,1,1
160553,-122.440593032,37.7163046735,1,2,2,3,3
160555,-122.400180244,37.7913046529,0,1,3,2,2
160835,-122.405941469,37.790463178,0,1,3,2,2
160837,-122.405283981,37.7965510481,0,1,3,2,2
160978,-122.402780926,37.7258401277,1,0,1,1,5
161035,-122.405396537,37.793524904,0,1,3,2,2
161037,-122.502148729,37.7755496262,1,2,2,4,4
161041,-122.404079634,37.7108555178,1,0,1,1,5
161149,-122.417169895,37.7611477648,1,0,1,1,1
161232,-122.403994863,37.794611818,0,1,3,2,2
161809,-122.418963082,37.7584203037,1,0,1,1,1
161931,-122.400916029,37.7854574903,0,1,3,2,2
161941,-122.416025191,37.7556559649,1,0,1,1,1
161968,-122.404195425,37.7912255174,0,1,3,2,2
162165,-122.406886504,37.7887345764,0,1,3,2,2
162167,-122.406886504,37.7887345764,0,1,3,2,2
162168,-122.406886504,37.7887345764,0,1,3,2,2
162171,-122.406886504,37.7887345764,0,1,3,2,2
162173,-122.406886504,37.7887345764,0,1,3,2,2
162174,-122.406886504,37.7887345764,0,1,3,2,2
162176,-122.406886504,37.7887345764,0,1,3,2,2
162177,-122.406886504,37.7887345764,0,1,3,2,2
162178,-122.406886504,37.7887345764,0,1,3,2,2
162223,-122.417970955,37.7594884557,1,0,1,1,1
162302,-122.408384276,37.7878271137,0,1,3,2,2
162405,-122.410699658,37.7869881885,0,1,3,2,2
162646,-122.406886504,37.7887345764,0,1,3,2,2
162648,-122.406886504,37.7887345764,0,1,3,2,2
162650,-122.406886504,37.7887345764,0,1,3,2,2
162652,-122.406886504,37.7887345764,0,1,3,2,2
162653,-122.406886504,37.7887345764,0,1,3,2,2
162655,-122.406886504,37.7887345764,0,1,3,2,2
162656,-122.406886504,37.7887345764,0,1,3,2,2
162657,-122.406886504,37.7887345764,0,1,3,2,2
162658,-122.406886504,37.7887345764,0,1,3,2,2
162660,-122.406886504,37.7887345764,0,1,3,2,2
162661,-122.406886504,37.7887345764,0,1,3,2,2
162663,-122.406886504,37.7887345764,0,1,3,2,2
162664,-122.406886504,37.7887345764,0,1,3,2,2
162665,-122.406886504,37.7887345764,0,1,3,2,2
162666,-122.406886504,37.7887345764,0,1,3,2,2
162667,-122.406886504,37.7887345764,0,1,3,2,2
162694,-122.406886504,37.7887345764,0,1,3,2,2
163468,-122.408247356,37.7878432562,0,1,3,2,2
163519,-122.408247356,37.7878432562,0,1,3,2,2
163590,-122.409155387,37.7863245886,0,1,3,2,2
164056,-122.403404791,37.7754207067,0,1,3,2,2
164413,-122.489090192,37.7424057567,1,2,2,4,4
164774,-122.405490836,37.7939790012,0,1,3,2,2
164777,-122.412857127,37.7855804362,0,1,0,0,0
165111,-122.422188261,37.7726948237,1,0,1,1,1
165140,-122.492316502,37.7423737279,1,2,2,4,4
165260,-122.410111374,37.778632049,0,1,3,2,2
165401,-122.416331137,37.7588520014,1,0,1,1,1
165402,-122.416878691,37.7595544125,1,0,1,1,1
165508,-122.422188261,37.7726948237,1,0,1,1,1
165890,-122.404828019,37.7897596938,0,1,3,2,2
166055,-122.445474781,37.732396601,1,2,2,3,3
166263,-122.490170247,37.7424682354,1,2,2,4,4
166291,-122.416070933,37.7612142237,1,0,1,1,1
166350,-122.410721626,37.7870966496,0,1,3,2,2
166419,-122.411747372,37.7859988324,0,1,0,0,0
166421,-122.481592052,37.7427355501,1,2,2,4,4
166426,-122.404828019,37.7897596938,0,1,3,2,2
166428,-122.407114491,37.7899019823,0,1,3,2,2
166430,-122.416032977,37.7883351248,0,1,0,0,0
166434,-122.478194247,37.7625630892,1,2,2,4,4
166649,-122.415543548,37.7621213524,1,0,1,1,1
166912,-122.408384276,37.7878271137,0,1,3,2,2
167194,-122.403404791,37.7754207067,0,1,3,2,2
167929,-122.40940833,37.7644227956,1,0,1,1,1
167971,-122.417970955,37.7594884557,1,0,1,1,1
168005,-122.417016664,37.7595460925,1,0,1,1,1
168107,-122.408595111,37.7837069302,0,1,3,2,2
168242,-122.400916029,37.7854574903,0,1,3,2,2
168243,-122.400916029,37.7854574903,0,1,3,2,2
168244,-122.400916029,37.7854574903,0,1,3,2,2
168245,-122.400916029,37.7854574903,0,1,3,2,2
168246,-122.400916029,37.7854574903,0,1,3,2,2
168247,-122.400916029,37.7854574903,0,1,3,2,2
168248,-122.400916029,37.7854574903,0,1,3,2,2
168249,-122.400916029,37.7854574903,0,1,3,2,2
168250,-122.400916029,37.7854574903,0,1,3,2,2
168254,-122.410699658,37.7869881885,0,1,3,2,2
168255,-122.410699658,37.7869881885,0,1,3,2,2
168256,-122.410699658,37.7869881885,0,1,3,2,2
168257,-122.410699658,37.7869881885,0,1,3,2,2
168258,-122.410699658,37.7869881885,0,1,3,2,2
168259,-122.410699658,37.7869881885,0,1,3,2,2
168264,-122.410699658,37.7869881885,0,1,3,2,2
168265,-122.410699658,37.7869881885,0,1,3,2,2
168266,-122.410699658,37.7869881885,0,1,3,2,2
168267,-122.410699658,37.7869881885,0,1,3,2,2
168268,-122.410699658,37.7869881885,0,1,3,2,2
168269,-122.410699658,37.7869881885,0,1,3,2,2
168270,-122.410699658,37.7869881885,0,1,3,2,2
168271,-122.410699658,37.7869881885,0,1,3,2,2
168272,-122.410699658,37.7869881885,0,1,3,2,2
168273,-122.410699658,37.7869881885,0,1,3,2,2
168274,-122.410699658,37.7869881885,0,1,3,2,2
168275,-122.410699658,37.7869881885,0,1,3,2,2
168276,-122.410699658,37.7869881885,0,1,3,2,2
168277,-122.410699658,37.7869881885,0,1,3,2,2
168298,-122.404828019,37.7897596938,0,1,3,2,2
168301,-122.411857033,37.788323545,0,1,0,0,0
168304,-122.404079634,37.7108555178,1,0,1,1,5
168306,-122.445217148,37.7827388378,0,1,0,0,0
168510,-122.410699658,37.7869881885,0,1,3,2,2
168511,-122.410699658,37.7869881885,0,1,3,2,2
168512,-122.410699658,37.7869881885,0,1,3,2,2
168718,-122.419058868,37.7594227506,1,0,1,1,1
168822,-122.423682814,37.796204621,0,1,0,0,0
169054,-122.400916029,37.7854574903,0,1,3,2,2
169055,-122.400916029,37.7854574903,0,1,3,2,2
169187,-122.403904789,37.7941711833,0,1,3,2,2
169189,-122.406981047,37.7946373197,0,1,3,2,2
169191,-122.471250259,37.7805788609,0,1,0,0,0
169410,-122.408648589,37.7849124714,0,1,3,2,2
169526,-122.418562097,37.7841847091,0,1,0,0,0
169854,-122.409336466,37.7925067441,0,1,3,2,2
169867,-122.417970955,37.7594884557,1,0,1,1,1
169869,-122.416472035,37.7603453746,1,0,1,1,1
169960,-122.404767636,37.7946646538,0,1,3,2,2
170572,-122.419561596,37.7632161069,1,0,1,1,1
173902,-122.43217156,37.722349838,1,0,1,1,5
174468,-122.509644694,37.7752065367,1,2,2,4,4
176571,-122.415921585,37.7596123169,1,0,1,1,1
176965,-122.417955822,37.7578801214,1,0,1,1,1
177322,-122.414845139,37.7605000726,1,0,1,1,1
177544,-122.400916029,37.7854574903,0,1,3,2,2
177545,-122.400916029,37.7854574903,0,1,3,2,2
