,X,Y,KMean2,KMean3,KMean4,KMean5,KMean6
473759,-122.419694814,37.7897774161,0,0,0,3,1
473828,-122.413684555,37.7777984629,0,0,0,3,1
473990,-122.418274172,37.7870372044,0,0,0,3,1
473996,-122.420874632,37.7914943052,0,0,0,3,1
474066,-122.418467748,37.787965257,0,0,0,3,1
474092,-122.416075285,37.7844496613,0,0,0,3,1
474216,-122.420494662,37.7618219326,1,1,1,0,0
474236,-122.418486297,37.7634954373,1,1,1,0,0
474295,-122.417903978,37.7851670876,0,0,0,3,1
474359,-122.41638971,37.7652491154,1,1,1,0,0
474521,-122.414845139,37.7605000726,1,1,1,0,0
474573,-122.458685225,37.7245070452,1,2,2,2,2
474582,-122.421231782,37.7932574954,0,0,0,3,1
474589,-122.419225511,37.7917052018,0,0,0,3,1
474610,-122.418090767,37.7861007452,0,0,0,3,1
474758,-122.417028392,37.7603656932,1,1,1,0,0
475015,-122.416872884,37.7587640201,1,1,1,0,0
475034,-122.413591696,37.7638222259,1,1,1,0,0
475397,-122.417964484,37.7586968166,1,1,1,0,0
475414,-122.419317324,37.7879136979,0,0,0,3,1
475570,-122.41768801,37.7844817572,0,0,0,3,1
475621,-122.416557578,37.754748511,1,1,1,0,0
475647,-122.419039119,37.7907880214,0,0,0,3,1
475707,-122.419225511,37.7917052018,0,0,0,3,1
475783,-122.41739283,37.7909741243,0,0,0,3,1
476029,-122.419317324,37.7879136979,0,0,0,3,1
476101,-122.415000537,37.7620990021,1,1,1,0,0
476160,-122.420307356,37.7886989512,0,0,0,3,1
476217,-122.418467748,37.787965257,0,0,0,3,1
476279,-122.415308389,37.7653161356,1,1,1,0,0
476452,-122.417710345,37.7842362878,0,0,0,3,1
476455,-122.416261837,37.7853750846,0,0,0,3,1
476760,-122.41638971,37.7652491154,1,1,1,0,0
476887,-122.418844748,37.7898297669,0,0,0,3,1
476896,-122.416075285,37.7844496613,0,0,0,3,1
476926,-122.418274172,37.7870372044,0,0,0,3,1
476942,-122.417964484,37.7586968166,1,1,1,0,0
476959,-122.394102625,37.776382713,0,0,0,1,3
476967,-122.41638971,37.7652491154,1,1,1,0,0
477020,-122.418120086,37.760301234,1,1,1,0,0
477043,-122.420120319,37.7877570602,0,0,0,3,1
477196,-122.396920776,37.7857918163,0,0,0,1,3
477300,-122.418389144,37.7872676171,0,0,0,3,1
477353,-122.413107623,37.765448018,1,1,1,0,0
477412,-122.417423841,37.7587860207,1,1,1,0,0
477436,-122.416230393,37.7636337703,1,1,1,0,0
477645,-122.484875855,37.7744665614,1,2,3,4,5
477690,-122.420874632,37.7914943052,0,0,0,3,1
478089,-122.422695629,37.7921733285,0,0,0,3,1
478158,-122.420874632,37.7914943052,0,0,0,3,1
478175,-122.415770264,37.7580118295,1,1,1,0,0
478221,-122.417710345,37.7842362878,0,0,0,3,1
478323,-122.421949488,37.7884881521,0,0,0,3,1
478487,-122.416075285,37.7844496613,0,0,0,3,1
478507,-122.416872884,37.7587640201,1,1,1,0,0
478580,-122.418658295,37.7889098399,0,0,0,3,1
478715,-122.41638971,37.7652491154,1,1,1,0,0
478830,-122.41638971,37.7652491154,1,1,1,0,0
479053,-122.413591696,37.7638222259,1,1,1,0,0
479081,-122.416452066,37.7863086886,0,0,0,3,1
479086,-122.41592985,37.7604330004,1,1,1,0,0
479159,-122.419930112,37.7868262082,0,0,0,3,1
479312,-122.41592985,37.7604330004,1,1,1,0,0
479348,-122.418274172,37.7870372044,0,0,0,3,1
479365,-122.423340547,37.7962454397,0,0,0,3,1
479369,-122.416230393,37.7636337703,1,1,1,0,0
479625,-122.416452066,37.7863086886,0,0,0,3,1
479649,-122.418467748,37.787965257,0,0,0,3,1
479684,-122.420753848,37.7866670085,0,0,0,3,1
479699,-122.423340547,37.7962454397,0,0,0,3,1
479817,-122.41592985,37.7604330004,1,1,1,0,0
480162,-122.41638971,37.7652491154,1,1,1,0,0
480236,-122.417332583,37.7635718956,1,1,1,0,0
480268,-122.420307356,37.7886989511,0,0,0,3,1
480424,-122.41638971,37.7652491154,1,1,1,0,0
480462,-122.420874632,37.7914943052,0,0,0,3,1
480493,-122.416075285,37.7844496613,0,0,0,3,1
480619,-122.415000537,37.7620990021,1,1,1,0,0
480669,-122.418274172,37.7870372044,0,0,0,3,1
481055,-122.417955822,37.7578801214,1,1,1,0,0
481058,-122.432764366,37.8002576984,0,0,0,3,1
481144,-122.422188261,37.7726948237,1,1,1,0,0
481149,-122.415000537,37.7620990021,1,1,1,0,0
481182,-122.403414326,37.7525240203,1,1,1,0,0
481338,-122.416230393,37.7636337703,1,1,1,0,0
481511,-122.416075285,37.7844496613,0,0,0,3,1
481806,-122.418467748,37.787965257,0,0,0,3,1
482069,-122.418274172,37.7870372044,0,0,0,3,1
482140,-122.403404791,37.7754207067,0,0,0,1,3
482218,-122.418486297,37.7634954373,1,1,1,0,0
482633,-122.419039119,37.7907880214,0,0,0,3,1
482671,-122.417970955,37.7594884557,1,1,1,0,0
482757,-122.417809103,37.7847098969,0,0,0,3,1
482810,-122.418368839,37.7874861572,0,0,0,3,1
482931,-122.415000537,37.7620990021,1,1,1,0,0
483053,-122.413591696,37.7638222259,1,1,1,0,0
483096,-122.416075285,37.7844496613,0,0,0,3,1
483188,-122.416261837,37.7853750846,0,0,0,3,1
483443,-122.41592985,37.7604330004,1,1,1,0,0
483457,-122.420691681,37.7905770711,0,0,0,3,1
483566,-122.415821891,37.7872932911,0,0,0,3,1
483631,-122.418108926,37.7594801326,1,1,1,0,0
483709,-122.420691681,37.7905770711,0,0,0,3,1
483879,-122.416230393,37.7636337703,1,1,1,0,0
483894,-122.416230393,37.7636337703,1,1,1,0,0
483918,-122.415000537,37.7620990021,1,1,1,0,0
484008,-122.413591696,37.7638222259,1,1,1,0,0
484040,-122.423340547,37.7962454397,0,0,0,3,1
484144,-122.413591696,37.7638222259,1,1,1,0,0
484258,-122.414845139,37.7605000726,1,1,1,0,0
484301,-122.420307356,37.7886989511,0,0,0,3,1
484345,-122.416261837,37.7853750846,0,0,0,3,1
484365,-122.41592985,37.7604330004,1,1,1,0,0
484517,-122.421720673,37.7914446364,0,0,0,3,1
484587,-122.418108926,37.7594801326,1,1,1,0,0
484602,-122.418467748,37.787965257,0,0,0,3,1
485041,-122.413591696,37.7638222259,1,1,1,0,0
485042,-122.411328369,37.785996305,0,0,0,1,3
485249,-122.415000537,37.7620990021,1,1,1,0,0
485340,-122.416230393,37.7636337703,1,1,1,0,0
485598,-122.416916142,37.7843944492,0,0,0,3,1
485817,-122.417817853,37.7578884408,1,1,1,0,0
486261,-122.480070771,37.7606096787,1,2,3,4,5
486282,-122.418274172,37.7870372044,0,0,0,3,1
486480,-122.4211325,37.7885381075,0,0,0,3,1
486487,-122.415155941,37.7636979309,1,1,1,0,0
486562,-122.418120086,37.760301234,1,1,1,0,0
486584,-122.496312388,37.7449299337,1,2,3,4,5
486699,-122.414845139,37.7605000726,1,1,1,0,0
486926,-122.419039119,37.7907880214,0,0,0,3,1
486964,-122.418467748,37.787965257,0,0,0,3,1
487086,-122.417710345,37.7842362878,0,0,0,3,1
487102,-122.417028392,37.7603656932,1,1,1,0,0
487138,-122.416261837,37.7853750846,0,0,0,3,1
487170,-122.405251766,37.7515249573,1,1,1,0,0
487192,-122.40643051,37.7645480851,1,1,1,0,0
487199,-122.416230393,37.7636337703,1,1,1,0,0
487202,-122.421231782,37.7932574954,0,0,0,3,1
487285,-122.416230393,37.7636337703,1,1,1,0,0
487428,-122.400879514,37.7674890283,1,1,1,0,0
487482,-122.417710345,37.7842362878,0,0,0,3,1
487549,-122.417332583,37.7635718956,1,1,1,0,0
487627,-122.420120319,37.7877570602,0,0,0,3,1
487861,-122.417270976,37.757188559,1,1,1,0,0
487908,-122.418274172,37.7870372044,0,0,0,3,1
487940,-122.418274172,37.7870372044,0,0,0,3,1
487981,-122.417964484,37.7586968166,1,1,1,0,0
488538,-122.416230393,37.7636337703,1,1,1,0,0
488630,-122.415000537,37.7620990021,1,1,1,0,0
488788,-122.423404604,37.7873381901,0,0,0,3,1
488934,-122.416230393,37.7636337703,1,1,1,0,0
489165,-122.421762502,37.7875490095,0,0,0,3,1
489253,-122.415000537,37.7620990021,1,1,1,0,0
489359,-122.49146666,37.7610079077,1,2,3,4,5
489372,-122.416075285,37.7844496613,0,0,0,3,1
489501,-122.41638971,37.7652491154,1,1,1,0,0
489512,-122.418467748,37.787965257,0,0,0,3,1
489529,-122.414845139,37.7605000726,1,1,1,0,0
489595,-122.417180449,37.7619674218,1,1,1,0,0
489675,-122.416075285,37.7844496613,0,0,0,3,1
489685,-122.415000537,37.7620990021,1,1,1,0,0
489878,-122.420307356,37.7886989512,0,0,0,3,1
489892,-122.41638971,37.7652491154,1,1,1,0,0
489956,-122.41638971,37.7652491154,1,1,1,0,0
489964,-122.4203321,37.7762075768,0,0,0,3,1
490003,-122.418262236,37.7610817999,1,1,1,0,0
490018,-122.418467748,37.787965257,0,0,0,3,1
490267,-122.420691681,37.7905770711,0,0,0,3,1
490413,-122.411586687,37.7661903022,1,1,1,0,0
490498,-122.418486297,37.7634954373,1,1,1,0,0
490565,-122.419366295,37.7840280452,0,0,0,3,1
490577,-122.420874632,37.7914943052,0,0,0,3,1
490716,-122.416230393,37.7636337703,1,1,1,0,0
490948,-122.419039119,37.7907880214,0,0,0,3,1
491004,-122.418274172,37.7870372044,0,0,0,3,1
491087,-122.419039119,37.7907880214,0,0,0,3,1
491106,-122.419486234,37.7887480807,0,0,0,3,1
491232,-122.416230393,37.7636337703,1,1,1,0,0
491323,-122.417028392,37.7603656932,1,1,1,0,0
491465,-122.415308389,37.7653161356,1,1,1,0,0
491746,-122.414845139,37.7605000726,1,1,1,0,0
491785,-122.418274172,37.7870372044,0,0,0,3,1
491841,-122.416075285,37.7844496613,0,0,0,3,1
491867,-122.416230393,37.7636337703,1,1,1,0,0
491881,-122.416075285,37.7844496613,0,0,0,3,1
492195,-122.41638971,37.7652491154,1,1,1,0,0
492729,-122.417802963,37.7562822237,1,1,1,0,0
492943,-122.415155941,37.7636979309,1,1,1,0,0
493007,-122.417902522,37.763479279,1,1,1,0,0
493087,-122.412179604,37.7622630617,1,1,1,0,0
493096,-122.417817853,37.7578884408,1,1,1,0,0
493161,-122.419225511,37.7917052018,0,0,0,3,1
493196,-122.417812559,37.7571005796,1,1,1,0,0
493413,-122.418090767,37.7861007452,0,0,0,3,1
493482,-122.41592985,37.7604330004,1,1,1,0,0
493588,-122.415932937,37.761222333,1,1,1,0,0
493678,-122.415000537,37.7620990021,1,1,1,0,0
493771,-122.418090767,37.7861007452,0,0,0,3,1
493859,-122.416078424,37.7620347867,1,1,1,0,0
493900,-122.414845139,37.7605000726,1,1,1,0,0
493909,-122.414845139,37.7605000726,1,1,1,0,0
494009,-122.415629332,37.7572322279,1,1,1,0,0
494085,-122.419549569,37.7849590112,0,0,0,3,1
494095,-122.41592985,37.7604330004,1,1,1,0,0
494100,-122.417903978,37.7851670876,0,0,0,3,1
494155,-122.418658295,37.7889098399,0,0,0,3,1
494207,-122.416078424,37.7620347867,1,1,1,0,0
494260,-122.420691681,37.7905770711,0,0,0,3,1
494394,-122.415155941,37.7636979309,1,1,1,0,0
494541,-122.409529913,37.7657184395,1,1,1,0,0
494564,-122.418486297,37.7634954373,1,1,1,0,0
494681,-122.41638971,37.7652491154,1,1,1,0,0
494699,-122.420120319,37.7877570602,0,0,0,3,1
494842,-122.414845139,37.7605000726,1,1,1,0,0
495089,-122.418467748,37.787965257,0,0,0,3,1
495106,-122.416230393,37.7636337703,1,1,1,0,0
495112,-122.417817853,37.7578884408,1,1,1,0,0
495143,-122.417964484,37.7586968166,1,1,1,0,0
495209,-122.418274172,37.7870372044,0,0,0,3,1
495610,-122.420691681,37.7905770711,0,0,0,3,1
495772,-122.414845139,37.7605000726,1,1,1,0,0
495833,-122.49146666,37.7610079077,1,2,3,4,5
496314,-122.415155941,37.7636979309,1,1,1,0,0
496333,-122.418658295,37.7889098399,0,0,0,3,1
496348,-122.416472035,37.7603453746,1,1,1,0,0
496510,-122.405466576,37.7646048757,1,1,1,0,0
496919,-122.416075285,37.7844496613,0,0,0,3,1
496949,-122.418467748,37.787965257,0,0,0,3,1
497065,-122.415000537,37.7620990021,1,1,1,0,0
497074,-122.406886504,37.7887345764,0,0,0,1,3
497083,-122.478325616,37.7644357772,1,2,3,4,5
497128,-122.417107256,37.7853238292,0,0,0,3,1
497287,-122.418272166,37.7619029613,1,1,1,0,0
497305,-122.41638971,37.7652491154,1,1,1,0,0
497448,-122.404956956,37.7851178564,0,0,0,1,3
497461,-122.418467748,37.787965257,0,0,0,3,1
497501,-122.420874632,37.7914943052,0,0,0,3,1
497655,-122.419331148,37.7622643357,1,1,1,0,0
497677,-122.420307356,37.7886989512,0,0,0,3,1
497817,-122.418415888,37.7626869632,1,1,1,0,0
497860,-122.416075285,37.7844496613,0,0,0,3,1
497861,-122.411328369,37.785996305,0,0,0,1,3
498017,-122.416230393,37.7636337703,1,1,1,0,0
498064,-122.416261837,37.7853750846,0,0,0,3,1
498116,-122.420691681,37.7905770711,0,0,0,3,1
498367,-122.417019321,37.7891095539,0,0,0,3,1
498685,-122.41664237,37.7872450378,0,0,0,3,1
498706,-122.407282308,37.75778823,1,1,1,0,0
498709,-122.417180449,37.7619674218,1,1,1,0,0
498751,-122.415921585,37.7596123169,1,1,1,0,0
499037,-122.413591696,37.7638222259,1,1,1,0,0
499097,-122.415781282,37.7588312135,1,1,1,0,0
499164,-122.415000537,37.7620990021,1,1,1,0,0
499171,-122.418368839,37.7874861572,0,0,0,3,1
499184,-122.421949488,37.7884881521,0,0,0,3,1
499456,-122.416261837,37.7853750846,0,0,0,3,1
499536,-122.418486297,37.7634954373,1,1,1,0,0
499680,-122.42451817,37.7702994621,1,1,1,0,0
499835,-122.41544416,37.7780245675,0,0,0,3,1
500200,-122.421572274,37.7866181601,0,0,0,3,1
500276,-122.417903978,37.7851670876,0,0,0,3,1
500568,-122.422689341,37.800159145,0,0,0,3,1
500614,-122.418844748,37.789829767,0,0,0,3,1
500632,-122.415000537,37.7620990021,1,1,1,0,0
500969,-122.41592985,37.7604330004,1,1,1,0,0
500983,-122.41638971,37.7652491154,1,1,1,0,0
501067,-122.417812559,37.7571005796,1,1,1,0,0
501124,-122.403404791,37.7754207067,0,0,0,1,3
501352,-122.413591696,37.7638222259,1,1,1,0,0
501441,-122.420691681,37.7905770711,0,0,0,3,1
501639,-122.417180449,37.7619674218,1,1,1,0,0
501728,-122.414987729,37.7612794105,1,1,1,0,0
501833,-122.416075285,37.7844496613,0,0,0,3,1
501899,-122.418844748,37.789829767,0,0,0,3,1
501954,-122.416075285,37.7844496613,0,0,0,3,1
502194,-122.416075285,37.7844496613,0,0,0,3,1
502435,-122.420874632,37.7914943052,0,0,0,3,1
502768,-122.415308389,37.7653161356,1,1,1,0,0
502852,-122.418368839,37.7874861572,0,0,0,3,1
502918,-122.412051228,37.7616441977,1,1,1,0,0
503067,-122.460301751,37.7242085323,1,2,2,2,2
503074,-122.41592985,37.7604330004,1,1,1,0,0
503092,-122.422776131,37.7883284462,0,0,0,3,1
503216,-122.414845139,37.7605000726,1,1,1,0,0
503327,-122.407163047,37.7797376339,0,0,0,1,3
503444,-122.420691681,37.790577071,0,0,0,3,1
503739,-122.41638971,37.7652491154,1,1,1,0,0
503815,-122.416893711,37.784286048,0,0,0,3,1
504056,-122.416230393,37.7636337703,1,1,1,0,0
504315,-122.419360353,37.7618358012,1,1,1,0,0
504358,-122.504883711,37.7530422086,1,2,3,4,5
504508,-122.418701003,37.7651098786,1,1,1,0,0
504800,-122.416075285,37.7844496613,0,0,0,3,1
504831,-122.422055427,37.7930977033,0,0,0,3,1
504851,-122.419039119,37.7907880214,0,0,0,3,1
504899,-122.418274172,37.7870372043,0,0,0,3,1
504992,-122.420691681,37.7905770711,0,0,0,3,1
505199,-122.415000537,37.7620990021,1,1,1,0,0
505299,-122.420691681,37.7905770711,0,0,0,3,1
505334,-122.409519465,37.7656088992,1,1,1,0,0
505335,-122.413591696,37.7638222259,1,1,1,0,0
505387,-122.417903978,37.7851670875,0,0,0,3,1
505522,-122.418467748,37.787965257,0,0,0,3,1
505623,-122.41592985,37.7604330004,1,1,1,0,0
505654,-122.408692078,37.7444287583,1,1,1,0,4
505692,-122.416078424,37.7620347867,1,1,1,0,0
505821,-122.417817853,37.7578884408,1,1,1,0,0
506285,-122.418108926,37.7594801326,1,1,1,0,0
506395,-122.41763416,37.7870631862,0,0,0,3,1
506476,-122.418274172,37.7870372044,0,0,0,3,1
506602,-122.418467748,37.787965257,0,0,0,3,1
506645,-122.416261837,37.7853750846,0,0,0,3,1
506967,-122.41592985,37.7604330004,1,1,1,0,0
507061,-122.418844748,37.7898297669,0,0,0,3,1
507085,-122.416230393,37.7636337703,1,1,1,0,0
507091,-122.419515708,37.7634292328,1,1,1,0,0
507183,-122.420874632,37.7914943052,0,0,0,3,1
507241,-122.416261837,37.7853750846,0,0,0,3,1
507293,-122.41592985,37.7604330004,1,1,1,0,0
507334,-122.41663371,37.7620555366,1,1,1,0,0
507556,-122.409162583,37.7611637256,1,1,1,0,0
507652,-122.41592985,37.7604330004,1,1,1,0,0
508255,-122.416829148,37.7881786971,0,0,0,3,1
508303,-122.41638971,37.7652491154,1,1,1,0,0
508309,-122.41592985,37.7604330004,1,1,1,0,0
508462,-122.420874632,37.7914943052,0,0,0,3,1
508500,-122.416075285,37.7844496613,0,0,0,3,1
508555,-122.416075285,37.7844496613,0,0,0,3,1
508584,-122.416230393,37.7636337703,1,1,1,0,0
508610,-122.414845139,37.7605000726,1,1,1,0,0
508644,-122.41592985,37.7604330004,1,1,1,0,0
508840,-122.41592985,37.7604330004,1,1,1,0,0
508948,-122.418274172,37.7870372044,0,0,0,3,1
509300,-122.418467748,37.787965257,0,0,0,3,1
509340,-122.415000537,37.7620990021,1,1,1,0,0
509500,-122.416075285,37.7844496613,0,0,0,3,1
509546,-122.41592985,37.7604330004,1,1,1,0,0
509568,-122.419039119,37.7907880214,0,0,0,3,1
509851,-122.41592985,37.7604330004,1,1,1,0,0
509918,-122.420874632,37.7914943052,0,0,0,3,1
509932,-122.420874632,37.7914943052,0,0,0,3,1
510148,-122.482203894,37.7820747248,0,2,3,4,5
510216,-122.418467748,37.787965257,0,0,0,3,1
510310,-122.416075285,37.7844496613,0,0,0,3,1
510499,-122.416261837,37.7853750846,0,0,0,3,1
510638,-122.414845139,37.7605000726,1,1,1,0,0
510894,-122.41592985,37.7604330004,1,1,1,0,0
511290,-122.415000537,37.7620990021,1,1,1,0,0
511476,-122.422139511,37.7894107633,0,0,0,3,1
511495,-122.418467748,37.787965257,0,0,0,3,1
511537,-122.418120086,37.760301234,1,1,1,0,0
511605,-122.416075285,37.7844496613,0,0,0,3,1
511652,-122.414683321,37.7580774437,1,1,1,0,0
511731,-122.418467748,37.787965257,0,0,0,3,1
512185,-122.420874632,37.7914943052,0,0,0,3,1
512309,-122.419225511,37.7917052018,0,0,0,3,1
512333,-122.416872884,37.7587640201,1,1,1,0,0
512441,-122.419039119,37.7907880214,0,0,0,3,1
512502,-122.418368839,37.7874861572,0,0,0,3,1
512606,-122.418274172,37.7870372044,0,0,0,3,1
512640,-122.415000537,37.7620990021,1,1,1,0,0
512693,-122.41592985,37.7604330004,1,1,1,0,0
512829,-122.415921585,37.7596123169,1,1,1,0,0
513387,-122.423682814,37.796204621,0,0,0,3,1
513429,-122.417710345,37.7842362878,0,0,0,3,1
513532,-122.417566721,37.760279276,1,1,1,0,0
513637,-122.41592985,37.7604330004,1,1,1,0,0
513774,-122.415000537,37.7620990021,1,1,1,0,0
513781,-122.41592985,37.7604330004,1,1,1,0,0
513921,-122.419295456,37.787805224,0,0,0,3,1
514084,-122.416720982,37.7571677817,1,1,1,0,0
514197,-122.418486297,37.7634954373,1,1,1,0,0
514215,-122.418467748,37.787965257,0,0,0,3,1
514370,-122.417970955,37.7594884557,1,1,1,0,0
514403,-122.416230393,37.7636337703,1,1,1,0,0
514468,-122.417817853,37.7578884408,1,1,1,0,0
514475,-122.416078424,37.7620347867,1,1,1,0,0
514517,-122.41638971,37.7652491154,1,1,1,0,0
514660,-122.41592985,37.7604330004,1,1,1,0,0
514743,-122.418274172,37.7870372044,0,0,0,3,1
514914,-122.416075285,37.7844496613,0,0,0,3,1
515086,-122.418274172,37.7870372044,0,0,0,3,1
515359,-122.418274172,37.7870372044,0,0,0,3,1
515445,-122.41739283,37.7909741244,0,0,0,3,1
515764,-122.415617252,37.756413769,1,1,1,0,0
515994,-122.403404791,37.7754207067,0,0,0,1,3
516031,-122.417885441,37.7854378472,0,0,0,3,1
516243,-122.417955822,37.7578801214,1,1,1,0,0
516259,-122.409504309,37.7815262717,0,0,0,1,3
516398,-122.415308389,37.7653161356,1,1,1,0,0
516448,-122.416075285,37.7844496613,0,0,0,3,1
516521,-122.415000537,37.7620990021,1,1,1,0,0
516616,-122.418274172,37.7870372043,0,0,0,3,1
516639,-122.416075285,37.7844496613,0,0,0,3,1
516803,-122.418124262,37.7610901241,1,1,1,0,0
516879,-122.423340547,37.7962454397,0,0,0,3,1
516931,-122.41638971,37.7652491154,1,1,1,0,0
517031,-122.41592985,37.7604330004,1,1,1,0,0
517104,-122.413107623,37.765448018,1,1,1,0,0
517111,-122.41514433,37.7628783836,1,1,1,0,0
517192,-122.420691681,37.7905770711,0,0,0,3,1
517415,-122.41592985,37.7604330004,1,1,1,0,0
517533,-122.418368839,37.7874861572,0,0,0,3,1
517663,-122.475655484,37.7654140465,1,2,3,4,5
517776,-122.41592985,37.7604330004,1,1,1,0,0
517814,-122.418486297,37.7634954373,1,1,1,0,0
517863,-122.41592985,37.7604330004,1,1,1,0,0
517967,-122.416075285,37.7844496613,0,0,0,3,1
517974,-122.418486297,37.7634954373,1,1,1,0,0
518035,-122.418486297,37.7634954373,1,1,1,0,0
518078,-122.417332583,37.7635718956,1,1,1,0,0
518139,-122.417903978,37.7851670876,0,0,0,3,1
518242,-122.418368839,37.7874861572,0,0,0,3,1
518402,-122.414845139,37.7605000726,1,1,1,0,0
518411,-122.412653223,37.7925509104,0,0,0,3,1
518429,-122.418467748,37.787965257,0,0,0,3,1
518460,-122.416720982,37.7571677817,1,1,1,0,0
518574,-122.413310043,37.764614699,1,1,1,0,0
518612,-122.418182398,37.786566229,0,0,0,3,1
518691,-122.416261837,37.7853750846,0,0,0,3,1
518732,-122.416230393,37.7636337703,1,1,1,0,0
518781,-122.412857127,37.7855804362,0,0,0,3,1
518925,-122.41638971,37.7652491154,1,1,1,0,0
519021,-122.418467748,37.787965257,0,0,0,3,1
519290,-122.416230393,37.7636337703,1,1,1,0,0
519520,-122.416078424,37.7620347867,1,1,1,0,0
519530,-122.418274172,37.7870372043,0,0,0,3,1
519580,-122.41592985,37.7604330004,1,1,1,0,0
519683,-122.416075285,37.7844496613,0,0,0,3,1
519786,-122.418467748,37.787965257,0,0,0,3,1
519799,-122.419039119,37.7907880214,0,0,0,3,1
519821,-122.416075285,37.7844496613,0,0,0,3,1
519845,-122.41638971,37.7652491154,1,1,1,0,0
519974,-122.41592985,37.7604330004,1,1,1,0,0
520106,-122.420691681,37.7905770711,0,0,0,3,1
520164,-122.41638971,37.7652491154,1,1,1,0,0
520166,-122.419058868,37.7594227506,1,1,1,0,0
520339,-122.416070933,37.7612142237,1,1,1,0,0
520434,-122.465214622,37.7127653524,1,2,2,2,2
520688,-122.403409085,37.7531779939,1,1,1,0,0
520737,-122.416261837,37.7853750846,0,0,0,3,1
520775,-122.416230393,37.7636337703,1,1,1,0,0
520862,-122.418368839,37.7874861572,0,0,0,3,1
521068,-122.416075285,37.7844496613,0,0,0,3,1
521101,-122.422139511,37.7894107633,0,0,0,3,1
521303,-122.418368839,37.7874861572,0,0,0,3,1
521539,-122.41592985,37.7604330004,1,1,1,0,0
521615,-122.418368839,37.7874861572,0,0,0,3,1
521927,-122.420691681,37.7905770711,0,0,0,3,1
522045,-122.426995327,37.8008726328,0,0,0,3,1
522110,-122.41592985,37.7604330004,1,1,1,0,0
522197,-122.417019321,37.7891095539,0,0,0,3,1
522237,-122.418108926,37.7594801326,1,1,1,0,0
522239,-122.416261837,37.7853750846,0,0,0,3,1
522545,-122.420523936,37.7901172491,0,0,0,3,1
522661,-122.414845139,37.7605000726,1,1,1,0,0
522859,-122.416230393,37.7636337703,1,1,1,0,0
522903,-122.430007139,37.7869900308,0,0,0,3,1
523376,-122.414693065,37.7588955948,1,1,1,0,0
523401,-122.416261837,37.7853750846,0,0,0,3,1
523528,-122.416230393,37.7636337703,1,1,1,0,0
523534,-122.416075285,37.7844496613,0,0,0,3,1
523590,-122.418486297,37.7634954373,1,1,1,0,0
523786,-122.418658295,37.7889098399,0,0,0,3,1
523898,-122.417812559,37.7571005796,1,1,1,0,0
523906,-122.418658295,37.7889098399,0,0,0,3,1
523934,-122.420785994,37.7951847166,0,0,0,3,1
523964,-122.408427408,37.7644278689,1,1,1,0,0
524048,-122.415629332,37.7572322279,1,1,1,0,0
524057,-122.416452066,37.7863086886,0,0,0,3,1
524268,-122.417566721,37.760279276,1,1,1,0,0
524507,-122.41592985,37.7604330004,1,1,1,0,0
524547,-122.433843066,37.7889062434,0,0,0,3,1
524570,-122.420691681,37.7905770711,0,0,0,3,1
524598,-122.41638971,37.7652491154,1,1,1,0,0
524759,-122.417964484,37.7586968166,1,1,1,0,0
524773,-122.421720673,37.7914446364,0,0,0,3,1
524785,-122.417019321,37.7891095539,0,0,0,3,1
524914,-122.416075285,37.7844496613,0,0,0,3,1
524999,-122.41592985,37.7604330004,1,1,1,0,0
525103,-122.417903978,37.7851670875,0,0,0,3,1
525104,-122.420691681,37.7905770711,0,0,0,3,1
525148,-122.416075285,37.7844496613,0,0,0,3,1
525203,-122.415000537,37.7620990021,1,1,1,0,0
525205,-122.418467748,37.787965257,0,0,0,3,1
525266,-122.420691681,37.7905770711,0,0,0,3,1
525497,-122.417028392,37.7603656932,1,1,1,0,0
525689,-122.416075285,37.7844496613,0,0,0,3,1
525736,-122.418274172,37.7870372044,0,0,0,3,1
525966,-122.418274172,37.7870372044,0,0,0,3,1
525987,-122.412301187,37.7635382941,1,1,1,0,0
526000,-122.41664237,37.7872450378,0,0,0,3,1
526008,-122.41592985,37.7604330004,1,1,1,0,0
526062,-122.415000537,37.7620990021,1,1,1,0,0
526752,-122.420120319,37.7877570602,0,0,0,3,1
526850,-122.417710345,37.7842362878,0,0,0,3,1
527085,-122.423598601,37.788279963,0,0,0,3,1
527097,-122.422330464,37.7903690689,0,0,0,3,1
527232,-122.417964484,37.7586968166,1,1,1,0,0
527239,-122.417812559,37.7571005796,1,1,1,0,0
527247,-122.418272166,37.7619029613,1,1,1,0,0
527277,-122.416261837,37.7853750846,0,0,0,3,1
527285,-122.416075285,37.7844496613,0,0,0,3,1
527443,-122.416075285,37.7844496613,0,0,0,3,1
527499,-122.41638971,37.7652491154,1,1,1,0,0
527503,-122.420691681,37.7905770711,0,0,0,3,1
527548,-122.415629332,37.7572322279,1,1,1,0,0
527737,-122.417209639,37.7900459017,0,0,0,3,1
527813,-122.426382821,37.7853100311,0,0,0,3,1
527838,-122.416075285,37.7844496613,0,0,0,3,1
527897,-122.41592985,37.7604330004,1,1,1,0,0
528051,-122.418120086,37.760301234,1,1,1,0,0
528409,-122.416075285,37.7844496613,0,0,0,3,1
528443,-122.418844748,37.789829767,0,0,0,3,1
528532,-122.422840795,37.7845455355,0,0,0,3,1
528908,-122.416784837,37.7636581558,1,1,1,0,0
529188,-122.41592985,37.7604330004,1,1,1,0,0
529206,-122.416261837,37.7853750846,0,0,0,3,1
529358,-122.413107623,37.765448018,1,1,1,0,0
